tree_node,pair_age,sp1,sp2,abaxial_stomatal_density_mm2,adaxial_stomatal_density_mm2,abaxial_stomatal_length_um,adaxial_stomatal_length_um
737,3.1922330003012576,Ageratina_pichinchensis,Ageratina_cylindrica,0.02482407234941464,0.09690939001038235,-0.04103832622430659,0.0991476142053016
738,1.8090730003012132,Stevia_origanoides,Stevia_salicifolia,0,0,0.014141182240180017,-0.037621635586103874
739,1.043023000301213,Argyroxiphium_grayanum,Wilkesia_gymnoxiphium,0.1277627701292987,0.6925675127268882,-0.1448770665504875,-0.15234811379139956
740,7.857438000301213,Florestina_pedata,Schkuhria_pinnata,-0.6283925947507054,-0.22187200883568892,0.21547191467202365,0.06232410737093641
743,3.1987610003012037,Tagetes_tenuifolia,Tagetes_micrantha,-0.2730023103912078,0.07918290737276923,-0.036740359032879866,-0.04176328331910861
744,9.663451000301157,Galinsoga_parviflora,Melampodium_longifolium,0.6154258407657665,-0.2430291485708782,-0.3072375815920394,0.030907355178446894
749,1.4613220003011307,Tithonia_tubiformis,Lagascea_rigida,0.43933609200803403,0.4771212547196624,-0.13944073445407357,-0.1846048539791567
750,5.956327000301213,Ambrosia_psilostachya,Parthenium_argentatum,-0.28910888366712495,-0.11639248178203188,-0.14059674138765432,-0.08729953879666508
756,5.015197000301157,Bidens_odorata,Bidens_bigelovii,0.0669461963009339,-0.057991501979895776,0.011388215302425841,0.2696724011206546
757,2.308418000301174,Cosmos_parviflorus,Cosmos_bipinnatus,0,0,0.05015274657015989,6.934288405346933e-5
759,2.0846550003012134,Helichrysum_plicatum,Pseudognaphalium_viscosum,0.37413709399941286,0.24215782085718462,-0.1061766140353333,-0.07958675491158895
761,5.866190000301174,Inula_vulgaris,Inula_oculus-christi,0.032530280908357856,-0.8100679003688271,-0.009995522663134082,0.010279917023527263
771,1.339117000301144,Conyza_coronopifolia,Conyza_bonariensis,-0.27621699893557095,-0.09689755279540302,0.003451149929464492,0.020618859650925137
773,1.78729700030118,Baccharis_sarothroides,Baccharis_salicifolia,-0.7707387518991882,-0.32020235948124554,0.13432082022466663,-0.08288660103651724
778,1.7901130003011563,Artemisia_scoparia,Artemisia_chamaemelifolia,0.011466523157878772,0.4803375479828531,-0.09588386015755801,-0.0712416966982401
780,0.2611734368950333,Artemisia_splendens,Artemisia_parviflora,-0.3708875136295773,-0.43996562250469196,0.09438678440806925,0.10869788167173988
783,3.352306000301212,Achillea_biebersteinii,Achillea_millefolium,0.030916840988367777,0.08505136568381833,0.033874552832506843,0.03377105608399522
786,2.2119040003012174,Tanacetum_chiliophyllum,Tanacetum_graminifolium,0.3159171310126889,0.19587418600651718,-0.1749671394775727,-0.17736409561104116
789,1.7211130003011563,Ligularia_sagitta,Ligularia_virgaurea,-0.15533603746506186,0.1739881339679168,0.21034944592139615,0.12715792632155676
790,5.5103920003011,Roldana_lobata,Barkleyanthus_salicifolius,-0.3010424558766349,-0.30102999566398103,0.02834098644537031,0.12225526439451584
798,5.951037000301157,Crepis_foetida,Crepis_sancta,0.06075479382568583,0.021265604873859978,-0.006754724413898794,-0.007739302115290281
799,9.43482300030115,Taraxacum_officinale,Taraxacum_mongolicum,0.22961425650561873,-0.1878802009865197,-0.0628599775483123,0.06121940467489018
800,5.549927000301184,Picris_echioides,Leontodon_asperrimus,0.4018198987246513,0.09197747917582433,-0.2400231081251607,-0.0015639207693567414
801,10.065603000301158,Sonchus_asper,Aposeris_foetida,-0.41380779661553113,0.26727467838142727,-0.03914855016697394,-0.03342375548694965
802,2.627489000301125,Hieracium_procerum,Hieracium_pilosella,-0.34827087557693526,-0.459335249156297,0.08265241624166197,0.07993705838173959
805,1.7666050003011564,Tragopogon_pterocarpus,Tragopogon_kemulariae,-0.03785799670583745,-0.09153429125149293,0.01679379462535846,0.029515752002688966
806,9.506688000301157,Scorzonera_laciniata,Koelpinia_linearis,0.19894524229625676,0.08716175705950269,0.0032447034423490617,-0.02630401436400187
811,2.4619620003011846,Centaurea_aziziana,Centaurea_montana,-0.060912359736537525,-1.323954201645419,0.1602992268230432,0.20020012265388853
813,0.9108190003011564,Centaurea_macrocephala,Centaurea_rhizantha,0.11950013812105942,0.4982275883980738,0.014062645398480456,-0.039792038752416437
814,5.983427000301213,Carthamus_lanatus,Crupina_crupinastrum,-0.44518283984473994,-0.3141200306312153,0.06223358299597703,0.03980236881521981
815,3.2795870003012055,Serratula_quinquefolia,Serratula_centauroides,0.021294264504141847,-1.71185400173474,0.006145016376363888,0.004274119065017734
821,0.7921990003012701,Saussurea_globosa,Saussurea_glanduligera,0.41119274101135406,0.1863104242373672,0.002714349347691103,-0.05200827539796471
824,1.8644990003011566,Cirsium_vulgare,Cirsium_echinus,0.04852828479568627,-0.16029468445263295,-0.024586004680867246,-0.15081522161551697
826,4.382118000301205,Carduus_thoermeri,Carduus_seminudus,0.4283653180728395,0.5782644886777448,-0.14612803567823796,-0.048940163107342505
827,1.547012000301213,Carduus_defloratus,Carduus_pycnocephalus,0.19822182298459756,0.12554594044216727,-0.07330437041781668,-0.04258744377116841
830,0.2800590003012133,Scaevola_kilaueae,Scaevola_chamissoniana,-0.18481482746053812,1.5007344553555737,0.03391337727714472,0.10712917818974232
832,0.31047600030121325,Scaevola_procera,Scaevola_gaudichaudiana,-0.01970423795464038,0.26735605088519065,0.06378059469394759,0.04844662907145625
833,0.28440200030121326,Scaevola_coriacea,Scaevola_gaudichaudii,0.2594868360056992,0.1555907697762957,-0.2922560713564759,-0.20925962230833584
837,12.280715000301216,Campanula_scheuchzeri,Campanula_stevenii,-0.03354596960784484,0.13179841693870276,0.030717862111024674,0.026114721660378093
838,2.385286000301213,Campanula_glomerata,Campanula_rapunculoides,0.12734106103097131,0.24963607497572782,-0.03981055414835044,-0.034225829819096276
848,7.458027000301156,Trinia_leiogona,Saposhnikovia_divaricata,-0.5727340355392689,-0.5840831269703792,0.4258601450778403,0.39534172318396443
850,4.0232000003011565,Heracleum_persicum,Heracleum_pastinacifolium,-0.034779082397462524,-0.02066994112415843,-0.06307687925685634,-0.06113496081763459
852,10.257041000301212,Carum_carvi,Falcaria_vulgaris,-0.42817684393958233,-0.12525918548424797,-0.06987127116470959,-0.06138060181090266
853,1.9652660003012132,Pimpinella_aurea,Pimpinella_tragium,-0.5296910255572573,-0.015494117951428077,0.10891129117414922,0.0892998684618973
855,15.059130000301248,Daucus_broteri,Caucalis_platycarpos,0.12358969564190048,0.3730162301185753,-0.11450445636667528,-0.04311266555249871
856,12.13797800030127,Bupleurum_falcatum,Bupleurum_gerardii,0.11628164717979583,-0.05867790556234098,-0.03631052946199986,0.06715705082179513
859,11.085577000301214,Valerianella_lasiocarpa,Valerianella_dactylophylla,0.09150455000095925,0.1706149874827363,-0.1028582443703161,-0.06989117027739455
861,17.220766000301158,Knautia_dipsacifolia,Cephalaria_hirsuta,0.027408293762126723,-0.28780172993022624,0.06439697693270374,0.058471506604002466
877,1.1428700003011563,Ziziphora_clinopodioides,Ziziphora_capitata,-0.053252258118082096,0.23127337561054384,0.024909898836496414,0.002482702860266306
881,1.6496260003012133,Mentha_pulegium,Mentha_requienii,-0.4033350405587437,-0.023802914672624853,-0.016186761093275104,0.02511072058303121
884,6.483166000301213,Thymus_mongolicus,Thymus_kotschyanus,0.3734092899376571,0.48361541273226893,-0.31875876262441283,-0.2979389186868393
885,8.39664400030125,Nepeta_haussknechtii,Nepeta_betonicifolia,0.21586457664712766,-0.10204003495991065,-0.0174468105460186,-0.01683791182992933
888,1.79977400030127,Salvia_sclarea,Salvia_atropatana,0.07030955537601713,-0.05170261052840264,-0.044621655288423545,0.021943549477343005
891,5.686680000301213,Teucrium_polium,Teucrium_chamaedrys,0.02987189828674186,-1.3025529468981742,-0.11687879326625539,-0.08249390932153111
892,3.9223690003012734,Ajuga_orientalis,Ajuga_comata,0.1696515368865703,0.21030998993253225,-8.201975656032534e-4,0.02398525037190935
897,8.217074000301157,Lamium_amplexicaule,Lamium_album,-0.12135654289680975,0.34483950189067625,0.003760148873306779,-0.032475480914107235
898,1.1853560003012262,Phlomis_tuberosa,Phlomis_herba-venti,0.2042715953235157,-0.3971286513526653,-0.11100241656634635,-0.11901863773494648
901,4.846035000301213,Stachys_byzantina,Sideritis_montana,0.38533570181518195,0.3358309652125122,-0.0785122116318695,-0.044066130907987056
902,7.452625000301225,Scutellaria_pinnatifida,Scutellaria_viscidula,-0.0767550135814985,0.46111599405588266,-0.1621991880999869,-0.17221360399247931
903,9.534514000301213,Pedicularis_alaschanica,Pedicularis_integrifolia,0.7276151857855488,-0.08065593161363083,0.06366907986937731,0.12185079940062038
907,5.472213000301224,Scrophularia_variegata,Scrophularia_oxysepala,-0.3733082999061823,0.31517738259435935,0.03992794689995116,-0.04585884790100292
909,5.887421000301231,Verbascum_suworowianum,Verbascum_speciosum,-0.14583905564165045,0.09013349453252739,0.01859943140785858,-0.0031459353925482603
911,2.90165700030127,Leucophyllum_frutescens,Leucophyllum_laevigatum,-0.140178703165037,0.22518735272209,0.12224048488955908,0.1570696850716784
912,4.743626000301276,Myoporum_serratum,Myoporum_laetum,0.24006788257014877,0.13926887093830187,0.014573525916998342,-0.005466514807105138
919,11.461343000301214,Veronica_multifida,Veronica_polita,-0.06933914822561471,0.16157669918596906,-0.13000537945712654,6.676319253362539e-4
920,10.087415000301156,Veronica_anagallis-aquatica,Veronica_gentianoides,0.026667204992619986,-0.12294914657126621,0.057191372529054485,0.12182011421844896
922,9.471297000301213,Plantago_lanceolata,Plantago_ovata,-0.2836718287644908,-0.1799963096092192,0.046343978809026964,0.05099832593168241
926,18.624595000301145,Myosotis_silvatica,Lappula_barbata,-0.04692334184063629,-0.22215351768633984,-0.002537268065360143,-0.010080788732561352
929,11.562148000301192,Onosma_microcarpum,Onosma_dichroanthum,-0.22278202668096414,-0.18720106688090032,0.08324766979498266,0.004360821031128115
930,46.982348000301215,Heliotropium_ellipticum,Ehretia_rigida,0.2362664297084791,0.5661732547935816,0.23717492550121277,0.31520194718879613
935,2.31926100030127,Galium_verum,Galium_aparine,0.6130086973234679,-0.3308144602482428,-0.11443272331753307,0.05110947397810839
938,0.8013710003012133,Asperula_glomerata,Asperula_molluginoides,-0.05441913793765796,-1.6717044752259376,-0.057301045204822376,0.0873270189861215
944,7.839159000301182,Asclepias_subulata,Pergularia_tomentosa,0.5550900064481366,-0.01906012562553938,-0.08996762390494473,0.01062842654249252
945,3.9650630003012566,Catharanthus_pusillus,Catharanthus_roseus,-0.3133804340504103,-0.9886863346422219,-0.06963592814139452,-0.08543019532462637
946,9.539524000301213,Gentiana_verna,Gentiana_straminea,-0.27862588606236205,-0.3437610315944686,0.1350896540516664,0.10603011773627768
952,1.3847610615096009,Solanum_giganteum,Solanum_incanum,-0.3963861806034159,0.8239087409443187,0.024476287039668643,-0.10839587300746212
956,0.017095815575203854,Solanum_sitiens,Solanum_lycopersicoides,-0.3050512695680172,-0.22373289350568792,-0.006740703275977644,-0.0013594693343623732
963,0.017095815575203854,Solanum_galapagense,Solanum_cheesmaniae,0.19953354568110582,0.5158255467031081,0.02281497687676559,0.005749505446338565
966,0.0512874467235652,Solanum_arcanum,Solanum_peruvianum,0.07569382178103856,-0.14787075161662133,-0.04647149270642292,-0.06294550882659822
968,1.11122801232271,Solanum_triflorum,Solanum_dulcamara,-0.14191155127707455,0.685606042778037,0.03215918238892712,0.0060025396124001595
970,0.0854790778718697,Solanum_aviculare,Solanum_laciniatum,-0.15391828010448982,-0.3959153221056233,0.10910701733105532,0.09170013137119648
971,0.03419163114932768,Solanum_simile,Solanum_symonii,0.15859112831106126,-0.6425935377650498,0.03962284935993554,0.05116900827811577
973,14.577689000301213,Convolvulus_arvensis,Convolvulus_lineatus,-0.06314404599376555,-0.18647966285036954,0.048133300743543384,0.027471119096228014
978,10.641989000301237,Primula_macrocalyx,Primula_auriculata,-0.005773543985339913,-0.3238228176151883,-0.014853183191380515,-2.8118776113617017e-4
979,7.8558840003012165,Fouquieria,Fouquieria_columnaris,-0.068669283310411,0.07467650099078282,0.05983235011577004,-0.034862416799420703
985,67.88895200030123,Aloinopsis_schooneesii,Rhombophyllum_rhomboideum,0.3740368066229358,-0.0852905782300648,-0.09242381637063057,0.018318009681387526
992,7.727342000301235,Silene_persica,Silene_ruprechtii,0.19480222277528458,0.5235463772056741,-0.06694678963061329,-0.05406822913500364
994,0.12045400030127011,Dianthus_crinitus,Dianthus_cretaceus,-0.015420358867493711,-0.19531870207730706,0.02555410447238815,0.013363961557981474
997,32.806216000301276,Arenaria_gypsophiloides,Arenaria_serpyllifolia,0.24421199453915743,0.1547962793715454,-0.08541844053323344,-0.07213997533448535
1000,8.687016000301242,Cerastium_szowitsii,Cerastium_holosteoides,0.1501555249612816,-0.15126767533064922,-0.008527795379464687,0
1002,4.716033000301252,Minuartia_lineata,Minuartia_recurva,0.1275788327745082,0.07511288391321225,-0.0027409475322979215,-0.00531825140977249
1003,8.724436000301239,Herniaria_incana,Herniaria_hirsuta,0.06621626888325727,-0.060956425941425696,-0.07638834586345467,-0.05881996339991691
1005,23.184846000301214,Kochia_prostrata,Noaea_mucronata,0.2848263689020347,0.15460211696921755,-0.07833166068982256,-0.023067789696098462
1012,0.9601760003012133,Atriplex_canescens,Atriplex_lentiformis,-0.3272440163309114,-0.343332833754489,0.19642171233614691,0.1376732052656584
1016,22.24307400030122,Rumex_acetoselloides,Rumex_sp.,-0.019744058195757086,0.1496163635240595,-0.20207234475030011,-0.2682634210259167
1017,33.8067900003012,Rheum_emodi,Fagopyrum_esculentum,-0.1524598102595629,-0.10914446942506806,0.17069622716897492,0.07378621416091868
1025,0.027737000301213278,Limonium_biflorum,Limonium_antonii-llorensii,0.018786437077310536,0.09169780348981615,-0.010990759631298364,0.007362197384122249
1026,0.7074310003012133,Limonium_barceloi,Limonium_companyonis,-0.07877555290268434,-0.06421106730520676,0.024830469390785037,0.002099708733335648
1027,0.016007000301213277,Limonium_ejulabilis,Limonium_magallufianum,0.09865067457977483,0.030144141709243844,0.04727968674606342,-0.002100263746723119
1048,0.0031230003010995896,Trifolium_angulatum,Trifolium_montanum,-0.5711673276521294,-0.16123851026505376,0.2515446325840629,0.15078539379091116
1054,1.0046520003011565,Trifolium_alpestre,Trifolium_medium,-0.42313944225341693,-0.3716110699496884,0.12350778150185104,-0.040324309510199274
1056,2.4545150003010994,Trifolium_stellatum,Trifolium_incarnatum,-0.04636874257136636,-0.2499954719897488,0.11650556907143717,0.11825715125178471
1058,1.1974140003011564,Trifolium_dalmaticum,Trifolium_scabrum,-0.21473895866621895,-0.13034010860671374,0.17745696609905615,0.1623652345489235
1060,1.8273210003011564,Trifolium_pannonicum,Trifolium_canescens,-0.2396223446612522,-0.321121204434867,0.137894279868791,0.17566899895250532
1062,2.432821000301156,Trifolium_campestre,Trifolium_micranthum,-0.146536015493965,-0.06756063352348285,0.06772162388057423,0.048304679574554976
1066,7.6584470003010985,Medicago_sativa,Medicago_ruthenica,-0.41201978854847043,-0.2920024738238878,0.2332500095411003,0.28036679536450015
1067,4.332902000301156,Medicago_lupulina,Medicago_minima,0.026488212342106632,0.14925119587350144,0.1633370698012766,0.1266243840659258
1068,7.443503000301099,Trigonella_calliceras,Trigonella_spicata,0.17043952275953034,0.12038221821647621,-0.01449393072075833,-0.011062607346547848
1072,5.241272000301156,Vicia_grandiflora,Vicia_faba,0.5351479995405553,-0.018483405694013078,-0.28800948567147033,-0.2855178294857337
1075,9.1682510003011,Lathyrus_pratensis,Lathyrus_rotundifolius,-0.03075536633628828,0.38938577637591343,0.022646416444282558,0.049173481930498086
1084,0.5514859123819619,Astragalus_alyssoides,Astragalus_onobrychioides,-0.04397982579328685,-0.017401579583031346,-0.004001066239650353,0.012394079494028043
1085,2.218198892022876,Astragalus_hamosus,Astragalus_tanguticus,0.0067165863221885225,0.03060111012404798,-0.04430742416544242,-0.06788669419204352
1087,1.3970976446998065,Astragalus_aureus,Astragalus_hirticalyx,0.23747092271848969,0.089670320391257885,0.030282322937650097,-0.012183605239399098
1090,0.7007920003010781,Oxytropis_falcata,Oxytropis_microphylla,0.1859247617647246,0.17929639893089222,-0.020289206557275508,-0.05162076452174613
1091,0.9752310003010997,Oxytropis_ochrocephala,Oxytropis_sericopetala,0.28160144382565533,-0.014240439114610037,0.14246308159183263,0.1522883443830565
1092,8.978574000301135,Colutea_cilicica,Astragalus_sinicus,-0.12484130337353028,-0.4510135222744176,0.06328537150761226,0.09554992432466025
1096,0.12434659782952906,Onobrychis_hohenackeriana,Onobrychis_michauxii,0.18127064390870062,0.07536808065193812,0.006052982748037783,-0.03375795672075843
1098,6.5642990003011565,Caragana_pygmaea,Caragana_microphylla,-0.20531146346334372,-9.972323139484374e-4,0,-0.11218150615055034
1104,0.47567934580943966,Lotus_alpinus,Lotus_krylovii,0.11918640771920885,0.2523380717642567,-0.05657345530215263,-0.026543564119305918
1106,4.8519293272468715,Lotus_creticus,Lotus_ornithopodioides,0.032184683371401235,-1.1760912590556813,0.05424045965506097,0.010995384301463185
1107,17.789770000301214,Dorycnium_intermedium,Anthyllis_boisseri,-0.008588360813414742,-0.18423161660640508,-0.06670019485807344,-0.06665514064919842
1110,4.867054000301209,Coronilla_varia,Coronilla_scorpioides,0.03161542416715868,-0.16560923098997948,0.019015303472567524,0.05527418452992072
1111,4.159084000301213,Hippocrepis_comosa,Hippocrepis_unisiliquosa,0.1684840809135757,0.047534866963926614,-0.10126647854201187,-0.06364954389483879
1113,30.44415500030116,Glycine_max,Lespedeza_davurica,0.5481525053738627,0.7216331242111536,-0.13900776181952446,-0.19773573218205742
1114,59.20721000030121,Thermopsis_alpina,Sophora_alopecuroides,-0.22779808212955732,-0.07846399653380765,0.3756636139608853,0.3371263410122576
1123,5.9418050003011,Acacia_longifolia,Acacia_melanoxylon,0.28741410156739455,0.1406394744260968,-0.043787897697770584,-0.010041938294140573
1124,4.931825000301156,Prosopis_velutina,Prosopis_nigra,-0.18645078016609684,-0.05799194697768684,0.011748327053478613,-0.04961301540491614
1126,9.380412000301215,Parkinsonia_aculeata,Cercidium_peninsulare,0.020584822336482844,-0.2979282893146049,0.1979165391138188,0.28571838108565084
1127,13.059640000301158,Cassia_pruinosa,Cassia_sturtii,0.23594907113597707,0.14200785333098187,-0.18768550026286723,-0.2056193978929699
1131,3.1163570003011567,Spiraea_crenata,Spiraea_hypericifolia,0.10135422499881619,1.3126874934079455,-0.04053973336476657,0.026597768493794804
1139,46.053323000301155,Potentilla_szovitsii,Potentilla_tanacetifolia,0.08272086693067271,1.3492480847723132,-0.19382002601611292,-0.34034326856498653
1140,18.663681000301157,Potentilla_inclinata,Potentilla_recta,-0.05473458323616098,0.3509130214988383,0.010227055634750792,0.0012675513759869972
1142,65.51350700030116,Sanguisorba_officinalis,Sanguisorba_minor,-0.0561271263438492,0.8088700150748853,-0.306794639898021,-0.3382096051118777
1143,1.8724570003011562,Geum_urbanum,Geum_rivale,-0.4407858638474953,-0.8122704335322446,0.033026413755753437,0.029733983740606762
1146,13.310579000301175,Ziziphus_obtusifolia,Ziziphus_spina-christi,0.17599256697892374,-0.12022663452048632,0.021523500303746834,0.09480503453115907
1148,35.52554800030116,Cucurbita_pepo,Xerosicyos_danguyi,-0.4837915764248395,0.4734869700645683,-0.38038499425719363,-0.32265380650793696
1154,2.376495000301213,Hypericum_linarioides,Hypericum_perforatum,0.05784978063393176,0.13430394008392954,0.0057404484748737605,-0.03406960606161413
1157,4.721027000301206,Populus_sp.,Populus_nigra,-0.0873396772553443,-0.45546088038522137,-8.525756063255674e-4,-0.014791861975300469
1161,7.409693000301214,Viola_odorata,Viola_arvensis,0.15393527759894066,-0.6324127548537699,-0.11372107414013,-0.1075005956961983
1162,50.20618900030121,Andrachne_telephioides,Bridelia_verrucosa,0.02996322337744317,-0.016390416188169166,-0.1249387366082999,0.08354605145007477
1168,31.05389800350124,Acalypha_wilkesiana,Mercurialis_perennis,-0.25155915772601967,-1.8791778295865322,-0.026752158975334783,0.005603877517998512
1173,6.695787324512953,Euphorbia_milii,Euphorbia_tirucalli,0.44679752123692706,0.06069784035361181,0.27555693329150444,0.2696215314123571
1177,0.1300152878556806,Euphorbia_densa,Euphorbia_kanaorica,-0.035074211541708866,0.07667810089382066,-0.0911901535206403,-0.10914446942506784
1178,1.9285601031776551,Euphorbia_micractina,Euphorbia_helioscopia,0.27596759176141417,0.043268690156980316,-0.06694678963061329,0.09938463213591175
1182,0.45505350749212514,Euphorbia_hirta,Euphorbia_prostrata,-0.2730012721274493,0.17089006538171692,-0.03950854129091175,-0.194265228000433
1186,0.021669214643513453,Euphorbia_atrococca,Euphorbia_kuwaleana,0.2632414348579857,-0.3093025216099976,-0.003966187138874311,0.0434656938270912
1188,22.1822760035013,Vernicia_fordii,Baliospermum_montanum,0.045757490560674796,-0.007597181750521376,0.004628404182071,0
1189,30.948254001901148,Pedilanthus_tithymaloides,Pedilanthus,0.6195146689880986,0.29896683510020794,-0.054848668007345225,0.12942889761326648
1191,21.58896900030116,Linum_nodiflorum,Linum_tenuifolium,-0.6812412373755872,0.42210049358766377,-0.08388209356177057,-0.09502388542641071
1192,68.53955400030117,Maytenus_heterophylla,Parnassia_palustris,-0.18543457952482667,-1.5492076840026865,0.5468322896855329,0.419219607042
1195,3.6605590003012134,Larrea_tridentata,Larrea_divaricata,0.183644396946127,0.01977130078092193,-0.08628158646556394,-0.08175999974118198
1204,23.82128500000125,Alliaria_petiolata,Thlaspi_arvense,0.11072092195399286,1.3351377666884896,-0.00869194572530474,0.3229550754806927
1207,12.377458000001193,Alyssum_sibiricum,Alyssum_linifolium,-0.2282887943121854,-0.09053599692474723,-0.0034349023717725746,0.019787749527908627
1209,6.086232000001137,Alyssum_desertorum,Alyssum_minutum,0.14264919783069807,0.2471298795288046,-0.014763072433290558,-0.06906968472612429
1211,20.01888400000122,Sterigmostemum_contortuplicatum,Hesperis_hyrcana,0.35475883571181654,1.0188737936216186,-0.08054191510133002,-0.0706526396614815
1214,13.118960000001156,Arabidopsis_thaliana,Neslia_apiculata,0.2143265070741336,0.15852447348540366,0.08034015887582813,0.08357042358405975
1219,11.396711000301195,Helianthemum_salicifolium,Helianthemum_ledifolium,-0.38568133216438216,-0.0267015458563562,0.055255507506164925,-0.027827614783543453
1222,27.689066000301096,Dodonaea_viscosa,Dodonaea_microzyga,0.23257261500812954,-0.14266750356873126,-0.03389351700587562,0.13141233844433242
1224,21.499286000301215,Pistacia_atlantica,Schinus_molle,-0.44912117297973086,0.7063829428030828,-0.11183131662199708,-0.1130045365047061
1231,18.303785000301158,Eucalyptus_melliodora,Eucalyptus_leucoxylon,-0.3513578708072149,-0.242960970953924,0.2950292855945975,0.40360655946843393
1232,27.748323000301102,Eucalyptus_globulus,Eucalyptus_blakelyi,-0.1075176016004682,-0.3731164249470056,0.12880724853353365,0.12007724477534554
1235,20.447498000301152,Melaleuca_styphelioides,Melaleuca_quinquenervia,-0.015288930570682702,0.31498389979863717,-0.03759969614108605,-0.06977377752579361
